,TIME,NZ,NY
0,HH:MM:SS.FFF,G's,G's
7858, 00:12:23.188,,
7859, 00:12:23.250,1.01367,-0.00977
7860, 00:12:23.313,,
7861, 00:12:23.375,1.00977,-0.00781
7862, 00:12:23.438,,
7863, 00:12:23.500,1.00391,-0.00781
7864, 00:12:23.563,,
7865, 00:12:23.625,1.00977,-0.01172
7866, 00:12:23.688,,
7867, 00:12:23.750,1.01563,-0.00977
7868, 00:12:23.813,,
7869, 00:12:23.875,1.00977,-0.00977
7870, 00:12:23.938,,
7871, 00:12:24.000,1.01172,-0.00781
7872, 00:12:24.063,,
7873, 00:12:24.125,1.01367,-0.00684
7874, 00:12:24.188,,
7875, 00:12:24.250,1.00391,-0.00488
7876, 00:12:24.313,,
7877, 00:12:24.375,1.00781,-0.01172
7878, 00:12:24.438,,
7879, 00:12:24.500,1.01172,-0.0127
7880, 00:12:24.563,,
7881, 00:12:24.625,1.01367,-0.00977
7882, 00:12:24.688,,
7883, 00:12:24.750,1.01367,-0.01172
7884, 00:12:24.813,,
7885, 00:12:24.875,1.00586,-0.00195
7886, 00:12:24.938,,
7887, 00:12:25.000,1.00391,-0.00195
7888, 00:12:25.063,,
7889, 00:12:25.125,1.00586,-0.00977
7890, 00:12:25.188,,
7891, 00:12:25.250,1.00977,-0.00781
7892, 00:12:25.313,,
7893, 00:12:25.375,1.01563,-0.01465
7894, 00:12:25.438,,
7895, 00:12:25.500,1.01367,-0.00781
7896, 00:12:25.563,,
7897, 00:12:25.625,1.00195,-0.00391
7898, 00:12:25.688,,
7899, 00:12:25.750,1.00781,-0.00977
7900, 00:12:25.813,,
7901, 00:12:25.875,1.01367,-0.00781
7902, 00:12:25.938,,
7903, 00:12:26.000,1.00195,-0.00391
7904, 00:12:26.063,,
7905, 00:12:26.125,1.01172,-0.01172
7906, 00:12:26.188,,
7907, 00:12:26.250,1.01367,-0.00391
7908, 00:12:26.313,,
7909, 00:12:26.375,1.00781,-0.00684
7910, 00:12:26.438,,
7911, 00:12:26.500,1.00586,-0.00781
7912, 00:12:26.563,,
7913, 00:12:26.625,1.00781,-0.00977
7914, 00:12:26.688,,
7915, 00:12:26.750,1.01367,-0.01172
7916, 00:12:26.813,,
7917, 00:12:26.875,1.01172,-0.00977
7918, 00:12:26.938,,
7919, 00:12:27.000,1.01367,-0.00781
7920, 00:12:27.063,,
7921, 00:12:27.125,1.01367,-0.00781
7922, 00:12:27.188,,
7923, 00:12:27.250,1.00781,-0.00684
7924, 00:12:27.313,,
7925, 00:12:27.375,1.00586,-0.00977
7926, 00:12:27.438,,
7927, 00:12:27.500,1.01367,-0.0127
7928, 00:12:27.563,,
7929, 00:12:27.625,1.01172,-0.01172
7930, 00:12:27.688,,
7931, 00:12:27.750,1.00977,-0.00781
7932, 00:12:27.813,,
7933, 00:12:27.875,1.00586,-0.00195
7934, 00:12:27.938,,
7935, 00:12:28.000,1.00781,-0.00391
7936, 00:12:28.063,,
7937, 00:12:28.125,1.00391,-0.00977
7938, 00:12:28.188,,
7939, 00:12:28.250,1.01367,-0.00684
7940, 00:12:28.313,,
7941, 00:12:28.375,1.00781,-0.00977
7942, 00:12:28.438,,
7943, 00:12:28.500,1.00781,-0.00684
7944, 00:12:28.563,,
7945, 00:12:28.625,1.00977,-0.00781
7946, 00:12:28.688,,
7947, 00:12:28.750,1.00977,-0.00781
7948, 00:12:28.813,,
7949, 00:12:28.875,1.01172,-0.00977
7950, 00:12:28.938,,
7951, 00:12:29.000,1.00977,-0.00684
7952, 00:12:29.063,,
7953, 00:12:29.125,1.01563,-0.01465
7954, 00:12:29.188,,
7955, 00:12:29.250,1.00977,-0.00684
7956, 00:12:29.313,,
7957, 00:12:29.375,1.00781,-0.00977
7958, 00:12:29.438,,
7959, 00:12:29.500,1.00391,-0.00488
7960, 00:12:29.563,,
7961, 00:12:29.625,1.01172,-0.00977
7962, 00:12:29.688,,
7963, 00:12:29.750,1.01563,-0.00977
7964, 00:12:29.813,,
7965, 00:12:29.875,1.00977,-0.00684
7966, 00:12:29.938,,
7967, 00:12:30.000,1.01172,-0.00684
7968, 00:12:30.063,,
7969, 00:12:30.125,1.00781,-0.00684
7970, 00:12:30.188,,
7971, 00:12:30.250,1.00781,-0.00684
7972, 00:12:30.313,,
7973, 00:12:30.375,1.01172,-0.00684
7974, 00:12:30.438,,
7975, 00:12:30.500,1.01367,-0.00977
7976, 00:12:30.563,,
7977, 00:12:30.625,1.00781,-0.00781
7978, 00:12:30.688,,
7979, 00:12:30.750,1.00977,-0.00488
7980, 00:12:30.813,,
7981, 00:12:30.875,1.00781,-0.00781
7982, 00:12:30.938,,
7983, 00:12:31.000,1.00781,-0.00684
7984, 00:12:31.063,,
7985, 00:12:31.125,1.01172,-0.0127
7986, 00:12:31.188,,
7987, 00:12:31.250,1.01367,-0.00684
7988, 00:12:31.313,,
7989, 00:12:31.375,1.00781,-0.00977
7990, 00:12:31.438,,
7991, 00:12:31.500,1.00586,-0.00781
7992, 00:12:31.563,,
7993, 00:12:31.625,1.00781,-0.0127
7994, 00:12:31.688,,
7995, 00:12:31.750,1.01172,-0.00684
7996, 00:12:31.813,,
7997, 00:12:31.875,1.01367,-0.00684
7998, 00:12:31.938,,
7999, 00:12:32.000,1.01172,-0.00781
8000, 00:12:32.063,,
8001, 00:12:32.125,1.00977,-0.00781
8002, 00:12:32.188,,
8003, 00:12:32.250,1.00391,-0.00684
8004, 00:12:32.313,,
8005, 00:12:32.375,1.00781,-0.00977
8006, 00:12:32.438,,
8007, 00:12:32.500,1.01367,-0.00781
8008, 00:12:32.563,,
8009, 00:12:32.625,1.01172,-0.00977
8010, 00:12:32.688,,
8011, 00:12:32.750,1.01367,-0.00977
8012, 00:12:32.813,,
8013, 00:12:32.875,1.00391,-0.00684
8014, 00:12:32.938,,
8015, 00:12:33.000,1.00781,-0.00684
8016, 00:12:33.063,,
8017, 00:12:33.125,1.00391,-0.00488
8018, 00:12:33.188,,
8019, 00:12:33.250,1.01172,-0.00781
8020, 00:12:33.313,,
8021, 00:12:33.375,1.01367,-0.00977
8022, 00:12:33.438,,
8023, 00:12:33.500,1.01563,-0.00488
8024, 00:12:33.563,,
8025, 00:12:33.625,1.00781,-0.00781
8026, 00:12:33.688,,
8027, 00:12:33.750,1.00977,-0.00684
8028, 00:12:33.813,,
8029, 00:12:33.875,1.01172,-0.00781
8030, 00:12:33.938,,
8031, 00:12:34.000,1.00977,-0.0127
8032, 00:12:34.063,,
8033, 00:12:34.125,1.01367,-0.00781
8034, 00:12:34.188,,
8035, 00:12:34.250,1.00781,-0.00684
8036, 00:12:34.313,,
8037, 00:12:34.375,1.01367,-0.00781
8038, 00:12:34.438,,
8039, 00:12:34.500,1.00391,-0.00488
8040, 00:12:34.563,,
8041, 00:12:34.625,1.01172,-0.0127
8042, 00:12:34.688,,
8043, 00:12:34.750,1.01172,-0.00977
8044, 00:12:34.813,,
8045, 00:12:34.875,1.01563,-0.00781
8046, 00:12:34.938,,
8047, 00:12:35.000,1.01563,-0.01172
8048, 00:12:35.063,,
8049, 00:12:35.125,1.00781,-0.00781
8050, 00:12:35.188,,
8051, 00:12:35.250,1.00781,-0.00781
8052, 00:12:35.313,,
8053, 00:12:35.375,1.00781,-0.00684
8054, 00:12:35.438,,
8055, 00:12:35.500,1.01172,-0.00977
8056, 00:12:35.563,,
8057, 00:12:35.625,1.01367,-0.01172
8058, 00:12:35.688,,
8059, 00:12:35.750,1.01172,-0.00391
8060, 00:12:35.813,,
8061, 00:12:35.875,1.00391,-0.00977
8062, 00:12:35.938,,
8063, 00:12:36.000,1.01172,-0.00488
8064, 00:12:36.063,,
8065, 00:12:36.125,1.00586,-0.00684
8066, 00:12:36.188,,
8067, 00:12:36.250,1.00977,-0.01172
8068, 00:12:36.313,,
8069, 00:12:36.375,1.01367,-0.00977
8070, 00:12:36.438,,
8071, 00:12:36.500,1.01172,-0.00684
8072, 00:12:36.563,,
8073, 00:12:36.625,1.00977,-0.00684
8074, 00:12:36.688,,
8075, 00:12:36.750,1.00586,-0.00488
8076, 00:12:36.813,,
8077, 00:12:36.875,1.00586,-0.01172
8078, 00:12:36.938,,
8079, 00:12:37.000,1.00586,-0.00781
8080, 00:12:37.063,,
8081, 00:12:37.125,1.00586,-0.00781
8082, 00:12:37.188,,
8083, 00:12:37.250,1.01367,-0.01172
8084, 00:12:37.313,,
8085, 00:12:37.375,1.01563,-0.01172
8086, 00:12:37.438,,
8087, 00:12:37.500,1.01367,-0.00977
8088, 00:12:37.563,,
8089, 00:12:37.625,1.00586,-0.00781
8090, 00:12:37.688,,
8091, 00:12:37.750,1.00781,-0.00391
8092, 00:12:37.813,,
8093, 00:12:37.875,1.00781,-0.00781
8094, 00:12:37.938,,
8095, 00:12:38.000,1.00586,-0.00977
8096, 00:12:38.063,,
8097, 00:12:38.125,1.00977,-0.00781
8098, 00:12:38.188,,
8099, 00:12:38.250,1.01563,-0.01172
8100, 00:12:38.313,,
8101, 00:12:38.375,1.00977,-0.00781
8102, 00:12:38.438,,
8103, 00:12:38.500,1.00977,-0.00488
8104, 00:12:38.563,,
8105, 00:12:38.625,1.00781,-0.00977
8106, 00:12:38.688,,
8107, 00:12:38.750,1.01172,-0.00781
8108, 00:12:38.813,,
8109, 00:12:38.875,1.01367,-0.00781
8110, 00:12:38.938,,
8111, 00:12:39.000,1.00977,-0.00977
8112, 00:12:39.063,,
8113, 00:12:39.125,1.01172,-0.00977
8114, 00:12:39.188,,
8115, 00:12:39.250,1.00781,-0.01172
8116, 00:12:39.313,,
8117, 00:12:39.375,1.00781,-0.00684
8118, 00:12:39.438,,
8119, 00:12:39.500,1.00781,-0.00781
8120, 00:12:39.563,,
8121, 00:12:39.625,1.01367,-0.00977
8122, 00:12:39.688,,
8123, 00:12:39.750,1.01758,-0.01172
8124, 00:12:39.813,,
8125, 00:12:39.875,1.01367,-0.00977
8126, 00:12:39.938,,
8127, 00:12:40.000,1.01172,-0.01172
8128, 00:12:40.063,,
8129, 00:12:40.125,1.00781,-0.00391
8130, 00:12:40.188,,
8131, 00:12:40.250,1.00586,-0.01172
8132, 00:12:40.313,,
8133, 00:12:40.375,1.00586,-0.00977
8134, 00:12:40.438,,
8135, 00:12:40.500,1.01367,-0.01172
8136, 00:12:40.563,,
8137, 00:12:40.625,1.01172,-0.00781
8138, 00:12:40.688,,
8139, 00:12:40.750,1.00586,-0.00391
8140, 00:12:40.813,,
8141, 00:12:40.875,1.00391,-0.00391
8142, 00:12:40.938,,
8143, 00:12:41.000,1.00781,-0.00977
8144, 00:12:41.063,,
8145, 00:12:41.125,1.00781,-0.00684
8146, 00:12:41.188,,
8147, 00:12:41.250,1.00781,-0.00977
8148, 00:12:41.313,,
8149, 00:12:41.375,1.01367,-0.00781
8150, 00:12:41.438,,
8151, 00:12:41.500,1.01172,-0.00781
8152, 00:12:41.563,,
8153, 00:12:41.625,1.00586,-0.00488
8154, 00:12:41.688,,
8155, 00:12:41.750,1.00391,-0.00488
8156, 00:12:41.813,,
8157, 00:12:41.875,1.01172,-0.00781
8158, 00:12:41.938,,
8159, 00:12:42.000,1.00586,-0.01172
8160, 00:12:42.063,,
8161, 00:12:42.125,1.01367,-0.00684
8162, 00:12:42.188,,
8163, 00:12:42.250,1.01367,-0.00781
8164, 00:12:42.313,,
8165, 00:12:42.375,1.00781,-0.00684
8166, 00:12:42.438,,
8167, 00:12:42.500,1.00781,-0.00781
8168, 00:12:42.563,,
8169, 00:12:42.625,1.00977,-0.00488
8170, 00:12:42.688,,
8171, 00:12:42.750,1.01563,-0.01465
8172, 00:12:42.813,,
8173, 00:12:42.875,1.01367,-0.00391
8174, 00:12:42.938,,
8175, 00:12:43.000,1.01172,-0.00977
8176, 00:12:43.063,,
8177, 00:12:43.125,1.00781,-0.00488
8178, 00:12:43.188,,
8179, 00:12:43.250,1.00586,-0.00684
8180, 00:12:43.313,,
8181, 00:12:43.375,1.00586,-0.00781
8182, 00:12:43.438,,
8183, 00:12:43.500,1.00977,-0.0127
8184, 00:12:43.563,,
8185, 00:12:43.625,1.01367,-0.00781
8186, 00:12:43.688,,
8187, 00:12:43.750,1.00977,-0.00684
8188, 00:12:43.813,,
8189, 00:12:43.875,1.00586,-0.00684
8190, 00:12:43.938,,
8191, 00:12:44.000,1.00977,-0.00684
8192, 00:12:44.063,,
8193, 00:12:44.125,1.00586,-0.00684
8194, 00:12:44.188,,
8195, 00:12:44.250,1.01172,-0.00781
8196, 00:12:44.313,,
8197, 00:12:44.375,1.00977,-0.00977
8198, 00:12:44.438,,
8199, 00:12:44.500,1.01367,-0.00977
8200, 00:12:44.563,,
8201, 00:12:44.625,1.00977,-0.00781
8202, 00:12:44.688,,
8203, 00:12:44.750,1.00195,-0.00684
8204, 00:12:44.813,,
8205, 00:12:44.875,1.00977,-0.00977
8206, 00:12:44.938,,
8207, 00:12:45.000,1.00391,-0.00781
8208, 00:12:45.063,,
8209, 00:12:45.125,1.01367,-0.01172
8210, 00:12:45.188,,
8211, 00:12:45.250,1.01172,-0.00977
8212, 00:12:45.313,,
8213, 00:12:45.375,1.01172,-0.00488
8214, 00:12:45.438,,
8215, 00:12:45.500,1.00391,-0.00488
8216, 00:12:45.563,,
8217, 00:12:45.625,1.00586,-0.00488
8218, 00:12:45.688,,
8219, 00:12:45.750,1.01172,-0.00977
8220, 00:12:45.813,,
8221, 00:12:45.875,1.01367,-0.0127
8222, 00:12:45.938,,
8223, 00:12:46.000,1.01367,-0.0127
8224, 00:12:46.063,,
8225, 00:12:46.125,1.01563,-0.00684
8226, 00:12:46.188,,
8227, 00:12:46.250,1.00586,-0.00684
8228, 00:12:46.313,,
8229, 00:12:46.375,1.00391,-0.00391
8230, 00:12:46.438,,
8231, 00:12:46.500,1.01172,-0.0127
8232, 00:12:46.563,,
8233, 00:12:46.625,1.01563,-0.00977
8234, 00:12:46.688,,
8235, 00:12:46.750,1.01367,-0.01172
8236, 00:12:46.813,,
8237, 00:12:46.875,1.00977,-0.00391
8238, 00:12:46.938,,
8239, 00:12:47.000,1.01172,-0.00781
8240, 00:12:47.063,,
8241, 00:12:47.125,1.00391,-0.00781
8242, 00:12:47.188,,
8243, 00:12:47.250,1.00586,-0.00781
8244, 00:12:47.313,,
8245, 00:12:47.375,1.01367,-0.00684
8246, 00:12:47.438,,
8247, 00:12:47.500,1.01367,-0.00488
8248, 00:12:47.563,,
8249, 00:12:47.625,1.00977,-0.00391
8250, 00:12:47.688,,
8251, 00:12:47.750,1.00781,-0.00977
8252, 00:12:47.813,,
8253, 00:12:47.875,1.00781,-0.00391
8254, 00:12:47.938,,
8255, 00:12:48.000,1.00391,-0.00488
8256, 00:12:48.063,,
8257, 00:12:48.125,1.01172,-0.00977
8258, 00:12:48.188,,
8259, 00:12:48.250,1.01367,-0.00977
8260, 00:12:48.313,,
8261, 00:12:48.375,1.01563,-0.00781
8262, 00:12:48.438,,
8263, 00:12:48.500,1.00391,-0.00684
8264, 00:12:48.563,,
8265, 00:12:48.625,1.00586,-0.00195
8266, 00:12:48.688,,
8267, 00:12:48.750,1.00781,-0.0127
8268, 00:12:48.813,,
8269, 00:12:48.875,1.01367,-0.00977
8270, 00:12:48.938,,
8271, 00:12:49.000,1.01367,-0.00781
8272, 00:12:49.063,,
8273, 00:12:49.125,1.01172,-0.00781
8274, 00:12:49.188,,
8275, 00:12:49.250,1.00977,-0.00488
8276, 00:12:49.313,,
8277, 00:12:49.375,1.00586,-0.00391
8278, 00:12:49.438,,
8279, 00:12:49.500,1.00977,-0.00684
8280, 00:12:49.563,,
8281, 00:12:49.625,1.01563,-0.00781
8282, 00:12:49.688,,
8283, 00:12:49.750,1.01367,-0.01172
8284, 00:12:49.813,,
8285, 00:12:49.875,1.00781,-0.00684
8286, 00:12:49.938,,
8287, 00:12:50.000,1.01563,-0.00684
8288, 00:12:50.063,,
8289, 00:12:50.125,1.00391,-0.00684
8290, 00:12:50.188,,
8291, 00:12:50.250,1.00977,-0.00391
8292, 00:12:50.313,,
8293, 00:12:50.375,1.00977,-0.00781
8294, 00:12:50.438,,
8295, 00:12:50.500,1.01953,-0.00977
8296, 00:12:50.563,,
8297, 00:12:50.625,1.01172,-0.00684
8298, 00:12:50.688,,
8299, 00:12:50.750,1.00781,-0.00781
8300, 00:12:50.813,,
8301, 00:12:50.875,1.00391,-0.00488
8302, 00:12:50.938,,
8303, 00:12:51.000,1.00781,-0.00195
8304, 00:12:51.063,,
8305, 00:12:51.125,1.00977,-0.00977
8306, 00:12:51.188,,
8307, 00:12:51.250,1.01367,-0.00977
8308, 00:12:51.313,,
8309, 00:12:51.375,1.01367,-0.00781
8310, 00:12:51.438,,
8311, 00:12:51.500,1.00781,-0.00391
8312, 00:12:51.563,,
8313, 00:12:51.625,1.00586,-0.00391
8314, 00:12:51.688,,
8315, 00:12:51.750,1.00586,-0.01465
8316, 00:12:51.813,,
8317, 00:12:51.875,1.01563,-0.00977
8318, 00:12:51.938,,
8319, 00:12:52.000,1.01172,-0.00781
8320, 00:12:52.063,,
8321, 00:12:52.125,1.01563,-0.00977
8322, 00:12:52.188,,
8323, 00:12:52.250,1.00977,-0.00684
8324, 00:12:52.313,,
8325, 00:12:52.375,1.00586,-0.00977
8326, 00:12:52.438,,
8327, 00:12:52.500,1.00391,-0.00684
8328, 00:12:52.563,,
8329, 00:12:52.625,1.01172,-0.01172
8330, 00:12:52.688,,
8331, 00:12:52.750,1.00781,-0.00781
8332, 00:12:52.813,,
8333, 00:12:52.875,1.00977,-0.00684
8334, 00:12:52.938,,
8335, 00:12:53.000,1.01367,-0.00684
8336, 00:12:53.063,,
8337, 00:12:53.125,1.00391,-0.00977
8338, 00:12:53.188,,
8339, 00:12:53.250,1.00586,-0.00488
8340, 00:12:53.313,,
8341, 00:12:53.375,1.01172,-0.00781
8342, 00:12:53.438,,
8343, 00:12:53.500,1.01563,-0.00977
8344, 00:12:53.563,,
8345, 00:12:53.625,1.01758,-0.00684
8346, 00:12:53.688,,
8347, 00:12:53.750,1.00781,-0.00977
8348, 00:12:53.813,,
8349, 00:12:53.875,1.00781,-0.00781
8350, 00:12:53.938,,
8351, 00:12:54.000,1.00195,-0.00391
8352, 00:12:54.063,,
8353, 00:12:54.125,1.00977,-0.0127
8354, 00:12:54.188,,
8355, 00:12:54.250,1.01563,-0.00684
8356, 00:12:54.313,,
8357, 00:12:54.375,1.01172,-0.00977
8358, 00:12:54.438,,
8359, 00:12:54.500,1.01172,-0.00488
8360, 00:12:54.563,,
8361, 00:12:54.625,1.00586,-0.00781
8362, 00:12:54.688,,
8363, 00:12:54.750,1.01172,-0.01172
8364, 00:12:54.813,,
8365, 00:12:54.875,1.01563,-0.00781
8366, 00:12:54.938,,
8367, 00:12:55.000,1.01367,-0.00781
8368, 00:12:55.063,,
8369, 00:12:55.125,1.01172,-0.01172
8370, 00:12:55.188,,
8371, 00:12:55.250,1.01367,-0.00684
8372, 00:12:55.313,,
8373, 00:12:55.375,1.00391,-0.00684
8374, 00:12:55.438,,
8375, 00:12:55.500,1.00781,-0.00781
8376, 00:12:55.563,,
8377, 00:12:55.625,1.00781,-0.00781
8378, 00:12:55.688,,
8379, 00:12:55.750,1.01563,-0.00977
8380, 00:12:55.813,,
8381, 00:12:55.875,1.00977,-0.00977
8382, 00:12:55.938,,
8383, 00:12:56.000,1.01172,-0.00781
8384, 00:12:56.063,,
8385, 00:12:56.125,1.00586,-0.00977
8386, 00:12:56.188,,
8387, 00:12:56.250,1.00781,-0.00684
8388, 00:12:56.313,,
8389, 00:12:56.375,1.00586,-0.00977
8390, 00:12:56.438,,
8391, 00:12:56.500,1.01758,-0.00781
8392, 00:12:56.563,,
8393, 00:12:56.625,1.01172,-0.0127
8394, 00:12:56.688,,
8395, 00:12:56.750,1.00977,-0.00391
8396, 00:12:56.813,,
8397, 00:12:56.875,1.00391,-0.00195
8398, 00:12:56.938,,
8399, 00:12:57.000,1.00586,-0.00977
8400, 00:12:57.063,,
8401, 00:12:57.125,1.01172,-0.0127
8402, 00:12:57.188,,
8403, 00:12:57.250,1.01367,-0.00684
8404, 00:12:57.313,,
8405, 00:12:57.375,1.01367,-0.0127
8406, 00:12:57.438,,
8407, 00:12:57.500,1.00586,-0.00391
8408, 00:12:57.563,,
8409, 00:12:57.625,1.00391,-0.00684
8410, 00:12:57.688,,
8411, 00:12:57.750,1.00977,-0.00781
8412, 00:12:57.813,,
8413, 00:12:57.875,1.01367,-0.01563
8414, 00:12:57.938,,
8415, 00:12:58.000,1.01367,-0.00684
8416, 00:12:58.063,,
8417, 00:12:58.125,1.01172,-0.00684
8418, 00:12:58.188,,
8419, 00:12:58.250,1.01172,-0.00781
8420, 00:12:58.313,,
8421, 00:12:58.375,1.00781,-0.01465
8422, 00:12:58.438,,
8423, 00:12:58.500,1.00781,-0.00781
8424, 00:12:58.563,,
8425, 00:12:58.625,1.01367,-0.01172
8426, 00:12:58.688,,
8427, 00:12:58.750,1.00977,-0.00781
8428, 00:12:58.813,,
8429, 00:12:58.875,1.00977,-0.0127
8430, 00:12:58.938,,
8431, 00:12:59.000,1.01172,-0.00781
8432, 00:12:59.063,,
8433, 00:12:59.125,1.00977,-0.00488
8434, 00:12:59.188,,
8435, 00:12:59.250,1.00195,-0.00195
8436, 00:12:59.313,,
8437, 00:12:59.375,1.01172,-0.01172
8438, 00:12:59.438,,
8439, 00:12:59.500,1.01367,-0.00684
8440, 00:12:59.563,,
8441, 00:12:59.625,1.00977,-0.01563
8442, 00:12:59.688,,
8443, 00:12:59.750,1.00586,-0.00684
8444, 00:12:59.813,,
8445, 00:12:59.875,1.00391,-0.00488
8446, 00:12:59.938,,
8447, 00:13:00.000,1.00391,-0.00488
8448, 00:13:00.063,,
8449, 00:13:00.125,1.00977,-0.00977
8450, 00:13:00.188,,
8451, 00:13:00.250,1.01563,-0.00781
8452, 00:13:00.313,,
8453, 00:13:00.375,1.01563,-0.01172
8454, 00:13:00.438,,
8455, 00:13:00.500,1.00781,-0.00391
8456, 00:13:00.563,,
8457, 00:13:00.625,1.00195,-0.00781
8458, 00:13:00.688,,
8459, 00:13:00.750,1.00977,-0.00977
8460, 00:13:00.813,,
8461, 00:13:00.875,1.00977,-0.00488
8462, 00:13:00.938,,
8463, 00:13:01.000,1.00977,-0.0127
8464, 00:13:01.063,,
8465, 00:13:01.125,1.01172,-0.00977
8466, 00:13:01.188,,
8467, 00:13:01.250,1.00977,-0.00781
8468, 00:13:01.313,,
8469, 00:13:01.375,1.00977,-0.01172
8470, 00:13:01.438,,
8471, 00:13:01.500,1.00781,-0.00977
8472, 00:13:01.563,,
8473, 00:13:01.625,1.00977,-0.0127
8474, 00:13:01.688,,
8475, 00:13:01.750,1.01367,-0.00684
8476, 00:13:01.813,,
8477, 00:13:01.875,1.01172,-0.00781
8478, 00:13:01.938,,
8479, 00:13:02.000,1.01172,-0.01172
8480, 00:13:02.063,,
8481, 00:13:02.125,1.00586,-0.00195
8482, 00:13:02.188,,
8483, 00:13:02.250,1.00586,-0.00781
8484, 00:13:02.313,,
8485, 00:13:02.375,1.00977,-0.0127
8486, 00:13:02.438,,
8487, 00:13:02.500,1.01758,-0.00781
8488, 00:13:02.563,,
8489, 00:13:02.625,1.01367,-0.00977
8490, 00:13:02.688,,
8491, 00:13:02.750,1.00586,-0.00391
8492, 00:13:02.813,,
8493, 00:13:02.875,1.00977,-0.00488
8494, 00:13:02.938,,
8495, 00:13:03.000,1.00195,-0.00488
8496, 00:13:03.063,,
8497, 00:13:03.125,1.00781,-0.00488
8498, 00:13:03.188,,
8499, 00:13:03.250,1.00977,-0.00977
8500, 00:13:03.313,,
8501, 00:13:03.375,1.01367,-0.01172
8502, 00:13:03.438,,
8503, 00:13:03.500,1.00586,-0.00488
8504, 00:13:03.563,,
8505, 00:13:03.625,1.00586,-0.00781
8506, 00:13:03.688,,
8507, 00:13:03.750,1.00781,-0.00781
8508, 00:13:03.813,,
8509, 00:13:03.875,1.00391,-0.00391
8510, 00:13:03.938,,
8511, 00:13:04.000,1.01172,-0.00781
8512, 00:13:04.063,,
8513, 00:13:04.125,1.01563,-0.00781
8514, 00:13:04.188,,
8515, 00:13:04.250,1.01172,-0.00684
8516, 00:13:04.313,,
8517, 00:13:04.375,1.00586,-0.00488
8518, 00:13:04.438,,
8519, 00:13:04.500,1.00781,-0.00781
8520, 00:13:04.563,,
8521, 00:13:04.625,1.01367,-0.01172
8522, 00:13:04.688,,
8523, 00:13:04.750,1.01367,-0.00781
8524, 00:13:04.813,,
8525, 00:13:04.875,1.01367,-0.0127
8526, 00:13:04.938,,
8527, 00:13:05.000,1.01172,-0.0127
8528, 00:13:05.063,,
8529, 00:13:05.125,1.00391,-0.00488
8530, 00:13:05.188,,
8531, 00:13:05.250,1.00977,-0.00684
8532, 00:13:05.313,,
8533, 00:13:05.375,1.00391,-0.01172
8534, 00:13:05.438,,
8535, 00:13:05.500,1.01563,-0.01172
8536, 00:13:05.563,,
8537, 00:13:05.625,1.01563,-0.00977
8538, 00:13:05.688,,
8539, 00:13:05.750,1.00781,-0.00781
8540, 00:13:05.813,,
8541, 00:13:05.875,1.00781,-0.00684
8542, 00:13:05.938,,
8543, 00:13:06.000,1.00586,-0.01172
8544, 00:13:06.063,,
8545, 00:13:06.125,1.00781,-0.00684
8546, 00:13:06.188,,
8547, 00:13:06.250,1.00977,-0.00977
8548, 00:13:06.313,,
8549, 00:13:06.375,1.01367,-0.01172
8550, 00:13:06.438,,
8551, 00:13:06.500,1.00977,-0.00684
8552, 00:13:06.563,,
8553, 00:13:06.625,1.00781,-0.00488
8554, 00:13:06.688,,
8555, 00:13:06.750,1.00391,-0.00684
8556, 00:13:06.813,,
8557, 00:13:06.875,1.00391,-0.00488
8558, 00:13:06.938,,
8559, 00:13:07.000,1.01172,-0.00977
8560, 00:13:07.063,,
8561, 00:13:07.125,1.01172,-0.00781
8562, 00:13:07.188,,
8563, 00:13:07.250,1.01563,-0.00977
8564, 00:13:07.313,,
8565, 00:13:07.375,1.00781,-0.00391
8566, 00:13:07.438,,
8567, 00:13:07.500,1.00586,-0.00684
8568, 00:13:07.563,,
8569, 00:13:07.625,1.00586,-0.00684
8570, 00:13:07.688,,
8571, 00:13:07.750,1.01367,-0.00781
8572, 00:13:07.813,,
8573, 00:13:07.875,1.00977,-0.00684
8574, 00:13:07.938,,
8575, 00:13:08.000,1.01367,-0.01172
8576, 00:13:08.063,,
8577, 00:13:08.125,1.00977,-0.00195
8578, 00:13:08.188,,
8579, 00:13:08.250,1.01563,-0.00977
8580, 00:13:08.313,,
8581, 00:13:08.375,1.00781,-0.00391
8582, 00:13:08.438,,
8583, 00:13:08.500,1.00586,-0.00977
8584, 00:13:08.563,,
8585, 00:13:08.625,1.00781,-0.01172
8586, 00:13:08.688,,
8587, 00:13:08.750,1.00977,-0.01172
8588, 00:13:08.813,,
8589, 00:13:08.875,1.01172,-0.00684
8590, 00:13:08.938,,
8591, 00:13:09.000,1.01172,-0.00977
8592, 00:13:09.063,,
8593, 00:13:09.125,1.01172,-0.00684
8594, 00:13:09.188,,
8595, 00:13:09.250,1.00977,-0.00781
8596, 00:13:09.313,,
8597, 00:13:09.375,1.00977,-0.00684
8598, 00:13:09.438,,
8599, 00:13:09.500,1.00781,-0.00781
8600, 00:13:09.563,,
8601, 00:13:09.625,1.00781,-0.00781
8602, 00:13:09.688,,
8603, 00:13:09.750,1.01367,-0.0127
8604, 00:13:09.813,,
8605, 00:13:09.875,1.00977,-0.01172
8606, 00:13:09.938,,
8607, 00:13:10.000,1.01367,-0.01172
8608, 00:13:10.063,,
8609, 00:13:10.125,1.01172,-0.00488
8610, 00:13:10.188,,
8611, 00:13:10.250,1.00977,-0.00977
8612, 00:13:10.313,,
